headline,clickbait,detoxified_headline,detox_confidence,detox_predicted_label
"The ""Friends"" Cast Gave A Special Shout-Out To Matthew Perry",1,"""Friends"" Cast Shares Appreciation for Matthew Perry.",0.9998192191123962,1
Which Disney Song Are You Based On Your Zodiac Sign,1,Find Your Disney Song Counterpart Based On Your Zodiac Sign,0.9999954700469971,1
Samantha Bee Created A Rape Threatline For Trolls And It's Genius,1,Samantha Bee launches a rape threat helpline to counter online trolling.,1.0398626727692317e-05,0
19 Struggles Every Blogger Will Recognize,1,Common challenges faced by bloggers.,7.396141882054508e-06,0
24 Pictures That Will Make You Not Want To Live On This Planet Anymore,1,24 Pictures That Highlight Environmental Issues,0.9999955892562866,1
We Need To Talk About The Perfection That Is Leonardo DiCaprio's BAFTAs Suit,1,Leonardo DiCaprio's BAFTA suit receives widespread acclaim.,0.9947762489318848,1
These Five Questions Will Tell You What Percentage Muggle You Are,1,Quiz: Find out how much of a Muggle you are with these five questions.,0.999995231628418,1
Answer Just 3 Questions And We'll Guess How Bad Your New Year's Hangover Is,1,Answer three questions to find out the severity of your New Year's hangover.,0.999994158744812,1
9 Safety Tips To Keep Your Pet Happy And Healthy This Fall,1,Here are 9 safety tips for your pet this fall to keep them healthy and happy.,0.9999953508377075,1
This New Adele Song Is Going To Slay Your Entire Existence,1,Adele releases a new song that's receiving rave reviews.,0.9999926090240479,1
We Need To Talk About Brazil,1,Brazil is facing significant challenges with potential global impact.,7.259890935529256e-06,0
Chipotle Actually Isn't That Good,1,A critical review of Chipotle's food.,0.31500527262687683,1
The Most Famous And Magical Treehouse In Canada You Didn't Know About,1,A Beautiful and Unique Treehouse in Canada That You May Not Have Heard Of,0.9999798536300659,1
16 Honest Confessions From People Wearing Purity Rings,1,Personal stories of those who choose to wear purity rings.,0.999957799911499,1
"Watch Leah Remini Get Scared Shitless By A Clown On ""Dancing With The Stars""",1,"Leah Remini has an unexpected encounter with a clown on ""Dancing With The Stars"".",0.9999929666519165,1
18 Things That Happen When You're A Gay Fresher,1,Common Experiences of Gay Students in Their First Year of University,0.9999909400939941,1
"Aziz Ansari's Parents Are Simply Amazing In ""Master Of None""",1,"Aziz Ansari's Parents Steal The Show In ""Master Of None""",0.9999946355819702,1
22 Harry Potter Tumblr Posts That Will Give You So Many Feels,1,Harry Potter fans share their emotions through Tumblr posts.,0.9999253749847412,1
Channing Tatum Is A Vaguely Creepy Winnie The Pooh For Halloween,1,Channing Tatum's Halloween costume: A unique take on Winnie the Pooh.,0.9999871253967285,1
17 Photos That Prove The Only Person You Need Is Yourself,1,A collection of photos celebrating self-love and independence.,0.003889775602146983,0
Here Are The Top Trending Recipes Googled In 2015 And Ways To Eat Them,1,Popular Recipes from 2015 and How to Enjoy Them,0.9999954700469971,1
This Is What Anxious People Actually Hear,1,Understanding the inner experiences of people with anxiety.,0.9412102699279785,1
Are You More Like Jacob Or Evie Frye,1,Which Assassin's Creed Syndicate character are you?,0.9996308088302612,1
"Which ""Team Fortress 2"" Character Are You",1,"Find out which ""Team Fortress 2"" character you resemble the most.",0.9999932050704956,1
21 Reasons Why No One Should Have New York Values,1,"Exploring the concept of ""New York Values"": Pros and Cons.",0.0005088942707516253,0
Lady Gaga Is Slaying The Old Hollywood Look At The Emmys,1,Lady Gaga Channels Old Hollywood Glamour at the Emmys,0.9999829530715942,1
You've Probably Been Applying Sunscreen Wrong Your Entire Life,1,Common Sunscreen Application Mistakes and How to Avoid Them,0.9997585415840149,1
The Movie That's Going To Make Witches Scary Again,1,Upcoming Film Promises a Fresh Take on Witch Horror,0.0030380028765648603,0
"Celebrities Read The Lyrics To ""Sorry"" And Got So Freakin' Into It",1,"Celebrities passionately recite the lyrics to ""Sorry"".",0.9999953508377075,1
Which Porn Parody Should You Star In Based On Your Zodiac Sign,1,Matching porn parodies to zodiac signs.,1.6678883184795268e-05,0
16 Tweets That Hilariously Describe Winter In Florida,1,16 Tweets Capture the Unique Experience of Winter in Florida,0.9999954700469971,1
We Know What Movie You Like To Re-Watch Based On Your Age,1,Study reveals popular movie re-watch choices by age.,2.2753491066396236e-05,0
Should We Netflix And Chill,1,Here's why you should consider Netflix's new offerings.,0.9999911785125732,1
Tell Us About The Funniest Thing You've Done While High,1,Funny stories from people who were high.,0.9999847412109375,1
"How Well Do You Remember The Pets From ""Friends""",1,"A guide to the pets that appeared on ""Friends""",0.9999896287918091,1
What Is Your Sexiness Score,1,Calculate your attractiveness score with this quiz.,0.020457301288843155,0
What Are Your Best Tips For Keeping The Weight Off,1,Tips and strategies for maintaining weight loss.,1.1016859389201272e-05,0
"25 Pictures That Are Way, Way Too Real For All Cat Owners",1,25 Relatable Photos For Cat Owners,0.9999954700469971,1
24 Hilarious Schmidt Quotes That Will Never Get Old,1,24 Amusing Schmidt Quips for a Quick Laugh,0.9999954700469971,1
Can We Guess When You'll Get Married Based On Random Questions,1,A fun quiz about your future wedding plans.,0.9967541098594666,1
"Priyanka Chopra's Prep For The Red Carpet Was To Eat A Burger, And It's Amazing",1,Priyanka Chopra's Red Carpet Routine Includes A Pre-Event Burger,0.9999912977218628,1
16 Struggles All Smokers Can Relate To,1,Common challenges faced by smokers.,7.81055223342264e-06,0
8 Things To Help You Talk To Your Family About Your Eating Disorder,1,Guidelines for discussing eating disorders with your family.,0.9983920454978943,1
Gays Ask Lesbians About Sex,1,LGBTQ+ individuals discuss sexual experiences and preferences.,0.9999622106552124,1
Friendly Reminder That Earth Is Scary AF,1,A reminder of the challenges facing our planet.,4.640292172553018e-05,0
Grandparents Give Love Advice,1,Grandparents Share Their Wisdom on Love and Relationships.,0.9999451637268066,1
This Depressing Christmas Ad Is Enraging Everyone,1,This Thought-Provoking Christmas Ad Is Evoking Strong Emotions,0.9999955892562866,1
22 Reasons Literally Everyone Has Trust Issues,1,Common factors that contribute to trust issues.,9.427044460608158e-06,0
Do You Have What It Takes To *Get* This Crossword Puzzle,1,Test your skills with this challenging crossword puzzle!,0.9975258708000183,1
Can We Guess Your Favorite Avril Lavigne Song Based On Your Zodiac,1,Take a quiz to guess your favorite Avril Lavigne song based on your zodiac sign.,0.9999954700469971,1
Can You Name ALL Of The Elements In The Periodic Table,1,Test Your Knowledge: Name the Elements of the Periodic Table,0.9999761581420898,1
18 Struggles Of People Who Simply Cannot With Actual Clothing,1,18 common clothing struggles and how to overcome them,0.9999955892562866,1
What It's Like To Watch Shia LaBeouf Movies With Shia LaBeouf,1,Shia LaBeouf Discusses His Career and Film Choices.,0.9999023675918579,1
Please Help Us Figure Out What These Carrie Fisher Tweets Mean,1,Interpreting Carrie Fisher's Recent Tweets,0.9999951124191284,1
People Are Wearing Glitter Tears Under Their Eyes And It's Actually Catching On,1,The glitter tears makeup trend is gaining popularity.,0.9989857077598572,1
When You Fart At Work,1,Gas and the workplace: Understanding the social implications.,2.0792349459952675e-05,0
This Guy Spent Over 25 Years Taking Photos Of Himself With Celebrities As An Art Project,1,A man's 25-year art project involves taking photos with celebrities.,0.9999375343322754,1
19 Parents Share Their Most Nightmarish Trick-Or-Treating Stories,1,Parents recount their scariest Halloween experiences.,0.9999918937683105,1
Snarky Texts That All Siblings Send Each Other,1,Common Texting Habits Among Siblings.,9.659837814979255e-05,0
We Asked 17 People Why They Visited A Planned Parenthood And These Are Their Answers,1,17 People Share Their Reasons for Visiting Planned Parenthood.,0.9999954700469971,1
20 Cavity-Inducing Snacks That You'd Beg Your Mom For In Elementary School,1,Retro snacks from your childhood that were totally worth the sugar rush.,0.9999943971633911,1
What Should Be Your Secret Service Nickname,1,Generate Secret Service Code Names.,5.027975930715911e-05,0
This Driving Quiz Will Determine If You're Actually From Los Angeles,1,Can This Driving Quiz Guess If You're From Los Angeles?,0.9999877214431763,1
You Can Personalize Your Own Adult Coloring Book With Your Name On It,1,Create a personalized adult coloring book with your name on it.,0.9997945427894592,1
"22 Of The Most Incredible ""First"" Pictures From History",1,"A collection of historic ""first"" photographs.",0.00027430005138739944,0
What's Your Stance On These Unspoken Rules For Society,1,Exploring societal norms and unspoken rules.,1.3723668416787405e-05,0
"How Well Do You Actually Remember ""Hocus Pocus""",1,"Test your memory of the classic film ""Hocus Pocus"".",0.9999562501907349,1
18 Lol-Worthy Tumblr Posts About Books,1,A collection of funny Tumblr posts about books.,0.9961775541305542,1
How Glamorous Are You Actually,1,Take the glamour quiz to find out your style.,0.986669659614563,1
29 Things You Actually Need To Hear If You're Trying To Lose Weight,1,29 Tips to Help You Lose Weight,0.9999954700469971,1
"You Can Now Buy A Working, Adult-Sized Little Tikes Car",1,Adult-Sized Little Tikes Car Now Available for Purchase,9.738269909576047e-06,0
The Biggest Mystery Of Thanksgiving Has Been Solved,1,The History Behind A Beloved Thanksgiving Tradition Explained,0.9999585151672363,1
21 Times Neville Longbottom Out-Longbottomed Himself In 2015,1,Neville Longbottom's Most Memorable Moments from 2015.,0.9999715089797974,1
Adults Sit On Santa's Lap For The First Time,1,Adults Share Their Experience Sitting On Santa's Lap.,0.9991500377655029,1
34 Eye Opening Photos Of The Great Depression,1,A collection of revealing photos from the Great Depression era.,8.69279756443575e-05,0
"Do You Know Which TV Show This ""A"" Is From",1,"Can you guess the TV show this ""A"" is from?",0.9999915361404419,1
We Know Which Celebrity You Should Marry Based On Your Sign,1,Find out which celebrity matches your zodiac sign.,0.9996405839920044,1
19 Things You'll Only Get If You're Slightly Obsessed With Cleaning,1,19 Tips and Tricks for Those Who Love a Clean Space,0.9999955892562866,1
This Newfoundland Woman's 100th Birthday Went Viral After She Asked Facebook For Likes,1,Newfoundland woman receives an outpouring of birthday wishes on her 100th birthday through a Facebook post.,0.9999725818634033,1
Are You More Sally Or Jack Skellington,1,"Which ""Nightmare Before Christmas"" Character Are You?",0.999980092048645,1
5 Great Books To Read In February,1,Recommended Reading: Five Books to Enjoy This February,0.9999889135360718,1
17 Things All Overachievers Want You To Know,1,17 Habits of Highly Successful People,0.9999954700469971,1
19 Insane Platform Shoes You Need Immediately,1,Unique Platform Shoes That Will Turn Heads,7.72998682805337e-05,0
Grown Women Discuss Feminism With Hello Barbie,1,Women engage in feminist discussion with Hello Barbie.,0.9997178912162781,1
This Little Kid Perfectly Directing Traffic In The Middle Of A Jam Should Be Your New Hero,1,Young child directs traffic during a busy commute.,8.821746632747818e-06,0
We Know Your Pet Peeve Based On Your Favorite BuzzFeed Badge,1,Your Favorite BuzzFeed Badge May Reveal A Lot About Your Pet Pe.,0.9999942779541016,1
What Video Games Are These Weapons From,1,Identifying Video Game Weapons and Their Sources,8.809884093352593e-06,0
24 Breathtaking Spots You Need To Visit In Western Australia,1,24 Beautiful Places to Visit in Western Australia,0.9999953508377075,1
Can You Match The Horror Film To The Screencap,1,Test your knowledge: Match these horror films to their screencaps,0.999994158744812,1
21 Photos That Are Way Too Real For Makeup Addicts,1,21 Relatable Photos For Makeup Enthusiasts,0.9999955892562866,1
27 Onesies Your Baby Needs This Holiday Season,1,Adorable holiday onesies for your baby this season,0.9999955892562866,1
24 Things You Know If You're Always Hosting Dinner Parties,1,24 Tips for Successfully Hosting Dinner Parties,0.9999954700469971,1
Can You Identify The Kesha Music Video By A Screencap,1,Test your knowledge: Guess the Kesha music video from a screencap.,0.9999746084213257,1
"Alice From ""Alice In Wonderland"" Is The Worst Disney Character Of All Time",1,"Alice From ""Alice In Wonderland"": A Character Analysis and Discussion",0.9998371601104736,1
We Can Predict Your Future Based On Your Eye Color,1,Eye color and its surprising connections to your personality.,9.678849892225116e-05,0
13 Burning Questions For Ketchup Lovers,1,"Common questions about ketchup, answered.",0.9725556969642639,1
Can You Last 30 Seconds In A Post Full Of Pictures Of Zits Being Popped,1,Gross-out video tests your stamina.,9.762902664078865e-06,0
Paul Walker's Daughter Has Found The Perfect Way To Remember Her Late Father,1,Paul Walker's Daughter Honors His Memory With Heartwarming Tribute,0.9996296167373657,1
9 Ways To Avoid Uncomfortable Conversations With Your Relatives This Thanksgiving,1,Strategies for navigating difficult conversations with family during the holidays.,0.0020900217350572348,0
21 Times In 2015 Neil Patrick Harris's Family Was Cuter Than Yours,1,Neil Patrick Harris and family: A year in photos,0.9997523427009583,1
9 Best Wines Under $9,1,Affordable wines: our top 9 picks under $9.,0.9999744892120361,1
"14 Perfect Holiday Gifts For The ""Community"" Fan In Your Life",1,"Gift ideas for fans of the show ""Community"".",0.9874251484870911,1
When You Think You Might Snap,1,Strategies for managing intense emotions,0.9917604923248291,1
We Know When Your Crush Will Text You Again,1,There is no way to predict when you will receive a text message from a specific person.,0.9999949932098389,1
We Need To Acknowledge That Niall Is The Most Underrated Member Of One Direction,1,A case can be made for Niall being the most underrated member of One Direction.,0.9999209642410278,1
Children Who Lost Parents In 9/11 Sent A Powerful Message Of Hope To Paris,1,Children affected by 9/11 offer support and solidarity to Paris.,2.8494290745584294e-05,0
Basically Everyone Needs To Try Working Out With DJ Khaled,1,DJ Khaled shares his unique workout routine.,0.9986528158187866,1
Do You Know How Much Your Old Toys Are Worth,1,You may be surprised by the value of your old toys.,0.9085158705711365,1
"Ashley Nell Tipton Is The First ""Project Runway"" Winner To Win With A Plus-Size Collection",1,"Ashley Nell Tipton Makes History With Her Plus-Size Collection Win on ""Project Runway.""",0.9999903440475464,1
"Kelly Ripa Thanking You For Watching Her On ""Live"" Will Bring You To Tears",1,"Kelly Ripa expresses gratitude to her viewers on ""Live"".",0.9999744892120361,1
"14 Times ""The Fresh Prince Of Bel-Air"" Was The Realest Show On TV",1,"Reflecting on 14 Memorable Moments from ""The Fresh Prince of Bel-Air""",0.9999953508377075,1
13 Powerful Stories About College Students Living With Depression,1,Personal accounts of college students struggling with depression.,2.0031473468407057e-05,0
13 Epic Gingerbread Houses Inspired By Your Favorite Movie And TV Shows,1,Gingerbread Houses Based on Popular Movies and TV Shows: A Creative Holiday Treat,0.999491810798645,1
We Know Your Age Based On Your New Year's Eve Plans,1,Your New Year's Eve plans might reveal your age.,0.002649471163749695,0
23 Things All Single Girls Are Tired Of Hearing,1,Common Frustrations Experienced by Single Women.,9.152566781267524e-05,0
17 Ways To Eat Healthier This Christmas Season,1,Tips for Healthy Eating During the Christmas Season,0.9999790191650391,1
Can You Guess The Early '00s Song From The Lyric,1,Guess the Early 2000s Song From the Lyric,0.9999953508377075,1
"We Know Which ""Pitch Perfect"" Character You Are Based On Your Zodiac",1,"Find out which ""Pitch Perfect"" character matches your zodiac sign.",0.9999943971633911,1
13 Times Tina Belcher And Harry Potter Were The Same Person,1,Tina Belcher and Harry Potter share surprising similarities.,0.9982812404632568,1
This Woman Taking A Picture With Reese Witherspoon In The Background Is All Of Us,1,Woman's photo with Reese Witherspoon captures a relatable moment.,0.9998831748962402,1
Halloween Party Drinks To Spook Your Friends,1,Creative Drink Ideas for Your Halloween Party,0.9999954700469971,1
18 Pugs Who Forgot Very Important Things,1,Adorable photos of pugs being silly.,0.9999943971633911,1
Which Party Mix Food Are You,1,Find out which party mix food matches your personality.,0.9999903440475464,1
This Incredible Canadian Instagram Account Will Literally Kill You,1,This Popular Canadian Instagram Account Delivers Dark Humor with a Twist,0.9999955892562866,1
American Kids Tried Dinners From Around The World And Their Reactions Were Next Level,1,American children sample global cuisine with varied responses.,1.0691675015550572e-05,0
"Which ""How To Get Away With Murder"" Character Should Be Your Partner In Crime",1,"Find your ""How To Get Away With Murder"" partner in crime.",0.9999388456344604,1
This 22-Year-Old College Student Became The World Champ Of Beer Miles,1,22-year-old sets world record in beer mile.,9.509265510132536e-06,0
14 Crucial Tips For Anyone Who Washes Their Face,1,Face-washing tips and best practices.,0.9679226279258728,1
A Group Of Young Indians Revealed The Lies Their Parents Told Them As Kids,1,Indian youth share childhood experiences of being lied to by their parents.,0.9973115921020508,1
"What Would Your ""Harry Potter"" Wand Be Made Of Based On Your Zodiac",1,Harry Potter wand materials and their astrological significance,0.9993202686309814,1
Happy Gilmore Was On to Something,1,Golfers can learn a lot from the comedy classic Happy Gilmore.,0.0014329227851703763,0
This Is How BuzzFeed LA Does Halloween,1,A look inside BuzzFeed LA's Halloween celebration,0.9999955892562866,1
Malala Yousafzai Is Pretty Much Good At Everything,1,Malala Yousafzai excels in various endeavors.,0.0002654746640473604,0
Jon Hamm Playing Baseball Will Soothe The Shit Outta You,1,Jon Hamm shows off his baseball skills in a relaxing video.,0.00692765973508358,0
"11 Celebrities Wearing Iron Maiden T-Shirts, Ranked By How Likely It Is That They've Actually Listened To Iron Maiden",1,11 Celebrities Photographed Wearing Iron Maiden Merchandise,0.9999945163726807,1
How Obsessed With Kitchen Gadgets Are You,1,Kitchen Gadgets: Are They Worth the Hype?,4.68017315142788e-05,0
"What Are The Funniest Cold Opens From ""The Office""",1,"The Most Humorous Cold Opens From ""The Office""",0.9999946355819702,1
Bollywood stars Aishwarya Rai and Abhishek Bachchan engaged,1,Aishwarya Rai and Abhishek Bachchan are engaged.,0.9994742274284363,1
13 Wise Life Lessons From Mindy Kaling's New Book,1,Mindy Kaling Shares Personal Insights in Her New Book.,0.00010389155067969114,0
Hipster Santa Is The Coolest Santa You'll Ever Meet,1,Santa Claus gets a modern makeover.,0.45331183075904846,1
"Nicki Minaj Performed Maya Angelou's ""Still I Rise"" And It Will Inspire You",1,"Nicki Minaj's Rendition of Maya Angelou's ""Still I Rise"".",0.999980092048645,1
20 Shirtless Guys With Man Buns That Will Make You Feel Things,1,20 Men With Man Buns: A Photo Collection.,0.9999951124191284,1
28 Limited Too Items That Will Have You Feeling Nostalgic,1,A Look Back at 28 Memorable Items from Limited Too.,0.9999949932098389,1
We Know Which GIF Will Freak You Out Based On Your Age,1,GIFs that tend to frighten people of different age groups,0.9999402761459351,1
Watch This Woman Talk About Her Struggle As A Two-Time Survivor Of Child Sexual Abuse,1,Woman Shares Her Story Of Surviving Child Sexual Abuse Twice,0.9998962879180908,1
Which Psy Daddy Are You,1,Take this quiz to find out which PSY song matches your dad vibe.,0.9999955892562866,1
21 Completely Engrossing Fan Fictions You Won't Be Able To Stop Reading,1,21 Fan-Favorite Fiction Stories That Will Keep You Up All Night,0.9999953508377075,1
"6 Awkward Holiday Conversations You're Dreading, And How To Deal With Them",1,Guidance for navigating challenging holiday conversations.,8.936083759181201e-05,0
45 Thanksgiving Desserts That Aren't Pumpkin Pie,1,Alternative dessert options for Thanksgiving.,0.9990962743759155,1
Are You More Pinky Or The Brain,1,Are your personality traits more like Pinky or The Brain?,0.6615361571311951,1
This Vine Of A Toddler Listening To Adele Will Destroy Your Ovaries,1,Adorable video of toddler listening to Adele will melt your heart.,0.9999951124191284,1
17 Incredibly Honest Confessions About Wet Dreams,1,Personal stories about wet dreams offer insight into human sexuality.,0.053718674927949905,0
What I Learned From My Neuroatypical Partner,1,Understanding neurodiversity through personal experience.,0.00013423494237940758,0
Watch These Lesbians Give Gay Men Wardrobe Makeovers,1,Lesbian and gay friends swap wardrobe makeovers.,0.999924898147583,1
The 23 Greatest Things That Have Ever Happened On Facebook,1,A collection of memorable Facebook moments.,0.6687871813774109,1
I Turned My Flat Into A Goddamn Ball Pool And You Can Too,1,Turning your flat into a ball pool is easier than you think.,3.068463411182165e-05,0
We Know Where You Like To Shop Based On Which Celebrity You Find Most Attractive,1,"Personality traits may be linked to consumer preferences, study suggests.",7.888961590651888e-06,0
Organic Dairies Watch the Good Times Turn Bad,1,Challenges faced by organic dairies in a changing market.,7.620969881827477e-06,0
14 Small Lies All Best Friends Tell Each Other,1,Common white lies told between close friends.,0.00017159916751552373,0
Here's What's Wrong With All Those Articles Claiming Champagne Improves Your Memory,1,A critical look at the health benefits of champagne.,1.3809871234116144e-05,0
This Bride Literally Put A Spell On Her New Husband During Their First Dance,1,Bride surprises guests with unique first dance routine.,0.15489724278450012,0
"Taylor Swift Donated $50,000 To Her Backup Dancer's Nephew With Cancer",1,Taylor Swift Makes Generous Donation To Backup Dancer's Nephew Battling Cancer,0.3015323579311371,1
This Is How You Make Healthy Cauliflower Fried Rice,1,"Recipe: Cauliflower Fried Rice, a Healthy Alternative",0.9999674558639526,1
"30 Words For ""Fart,"" Ranked",1,A lighthearted list of synonyms for a common bodily function.,0.0004920008359476924,0
Your Horoscope For The Week Of December 28,1,Weekly Horoscope for December 28th.,1.3767792552243918e-05,0
We Can Guess Your Eye Color With Just Three Questions,1,Can We Guess Your Eye Color? Try Our Quiz!,0.9999762773513794,1
Literally Just 21 Mr Burns Quotes On Pictures Of Donald Trump,1,21 Memorable Mr. Burns Quotes Illustrated with Pictures of Donald Trump,0.9999954700469971,1
We All Need The D Says This Hilariously Awkward Yukon Government Ad,1,Yukon government ad promotes vitamin D awareness with humor.,7.325230399146676e-06,0
